event_type,level,trigger,description,file,line,recommendation
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:339,Buffer memory initialized with size {size},src/muxi/formation/initialization.py,339,REMOVE - Redundant (InitEventFormatter section 2: Buffer memory)
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:456,Persistent memory initialized with {memory_type},src/muxi/formation/initialization.py,456,REMOVE - Redundant (InitEventFormatter section 4: Persistent memory)
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:553,Document processing initialized,src/muxi/formation/initialization.py,553,KEEP - Document processing not in InitEventFormatter
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:604,Found {len(servers)} MCP servers to configure,src/muxi/formation/initialization.py,604,REMOVE - Redundant (InitEventFormatter section 5: MCP per-server lines)
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:651,Initializing artifact generation service,src/muxi/formation/initialization.py,651,KEEP - Artifact service not in InitEventFormatter
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:708,Background services initialized,src/muxi/formation/initialization.py,708,REMOVE - Redundant (InitEventFormatter section 8: Scheduler service)
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:813,Document processing configuration initialized,src/muxi/formation/initialization.py,813,KEEP - Document config not in InitEventFormatter
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:1077,NO DESCRIPTION,src/muxi/formation/initialization.py,1077,REMOVE - Redundant (InitEventFormatter section 4: Persistent memory)
SystemEvents.INITIALIZING,INFO,src/muxi/formation/initialization.py:1120,NO DESCRIPTION,src/muxi/formation/initialization.py,1120,REMOVE - Redundant (InitEventFormatter section 4: Persistent memory)
SystemEvents.INITIALIZING,INFO,src/muxi/formation/overlord/overlord.py:482,Initialized encrypted credential resolver,src/muxi/formation/overlord/overlord.py,482,KEEP - Credential resolver not in InitEventFormatter
SystemEvents.INITIALIZING,INFO,src/muxi/formation/overlord/overlord.py:2786,A2A ClientFactory initialized with AgentTransport,src/muxi/formation/overlord/overlord.py,2786,KEEP - A2A ClientFactory distinct from A2A server
SystemEvents.INITIALIZING,INFO,src/muxi/formation/overlord/overlord.py:4148,Successfully extracted {len(extracted_content)} chars from {filename},src/muxi/formation/overlord/overlord.py,4148,REMOVE - DEBUG runtime trace (file processing)
SystemEvents.INITIALIZING,INFO,src/muxi/formation/server/server.py:130,Initializing Formation server on {self.host}:{self.port},src/muxi/formation/server/server.py,130,KEEP - Runtime event (not startup)
SystemEvents.INITIALIZING,INFO,src/muxi/formation/server/server.py:226,API keys loaded from formation configuration,src/muxi/formation/server/server.py,226,KEEP - API keys config not in InitEventFormatter
SystemEvents.INITIALIZING,INFO,src/muxi/formation/workflow/workflow_manager.py:51,WorkflowManager initialized,src/muxi/formation/workflow/workflow_manager.py,51,KEEP - Workflow manager not in InitEventFormatter
SystemEvents.INITIALIZING,INFO,src/muxi/services/llm/llm.py:151,OneLLM cache is disabled in configuration,src/muxi/services/llm/llm.py,151,KEEP - LLM cache config (new Oct 2025 feature)
SystemEvents.INITIALIZING,INFO,src/muxi/services/llm/llm.py:173,NO DESCRIPTION,src/muxi/services/llm/llm.py,173,KEEP - LLM cache config (new Oct 2025 feature)
SystemEvents.INITIALIZING,INFO,src/muxi/services/memory/long_term.py:258,pgvector extension created successfully,src/muxi/services/memory/long_term.py,258,REMOVE - DEBUG runtime trace (internal detail)
SystemEvents.INITIALIZING,INFO,src/muxi/utils/run_formation.py:64,Loading formation from: {formation_path},src/muxi/utils/run_formation.py,64,REMOVE - Redundant (InitEventFormatter section 1: Formation banner)
SystemEvents.INITIALIZING,INFO,src/muxi/utils/run_formation.py:271,Starting formation runner with path: {formation_path},src/muxi/utils/run_formation.py,271,REMOVE - Redundant (InitEventFormatter section 1: Formation banner)
SystemEvents.INITIALIZING,WARNING,src/muxi/formation/server/server.py:185,Auto-generated API keys created - NOT recommended for production use,src/muxi/formation/server/server.py,185,KEEP - Security warning (auto-generated keys)
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/base.py:463,Error processing knowledge file,src/muxi/formation/agents/knowledge/base.py,463,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:475,Failed to add knowledge source,src/muxi/formation/agents/knowledge/handler.py,475,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:923,Failed to add knowledge file,src/muxi/formation/agents/knowledge/handler.py,923,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:984,Failed to remove knowledge file,src/muxi/formation/agents/knowledge/handler.py,984,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,ERROR,src/muxi/formation/agents/knowledge/handler.py:1232,Failed to load knowledge source from config,src/muxi/formation/agents/knowledge/handler.py,1232,
SystemEvents.KNOWLEDGE_SOURCE_FAILED,WARNING,src/muxi/formation/agents/knowledge/handler.py:1137,Knowledge source path not found,src/muxi/formation/agents/knowledge/handler.py,1137,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:321,Loading embeddings from cache,src/muxi/formation/agents/knowledge/handler.py,321,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:356,Cache miss - generating new embeddings,src/muxi/formation/agents/knowledge/handler.py,356,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:807,Knowledge file already processed and unchanged (same MD5 hash),src/muxi/formation/agents/knowledge/handler.py,807,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:1081,Embeddings removed from memory,src/muxi/formation/agents/knowledge/handler.py,1081,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:1169,Knowledge source unchanged - using cache,src/muxi/formation/agents/knowledge/handler.py,1169,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/base.py:451,Processed knowledge file into {len(document_chunks)} chunks,src/muxi/formation/agents/knowledge/base.py,451,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:347,Successfully loaded embeddings from cache,src/muxi/formation/agents/knowledge/handler.py,347,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:444,Successfully processed knowledge source,src/muxi/formation/agents/knowledge/handler.py,444,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:778,Starting knowledge file addition with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,778,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:896,Knowledge file added successfully with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,896,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:945,Starting knowledge file removal with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,945,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:960,Knowledge file removed successfully with hybrid architecture,src/muxi/formation/agents/knowledge/handler.py,960,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1049,Removing deleted knowledge source,src/muxi/formation/agents/knowledge/handler.py,1049,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1090,Cleaned up deleted knowledge source,src/muxi/formation/agents/knowledge/handler.py,1090,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1118,Deleted sources cleanup completed,src/muxi/formation/agents/knowledge/handler.py,1118,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1192,Knowledge source changed - regenerating embeddings,src/muxi/formation/agents/knowledge/handler.py,1192,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1215,New knowledge source - generating embeddings,src/muxi/formation/agents/knowledge/handler.py,1215,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,INFO,src/muxi/formation/agents/knowledge/handler.py:1245,Knowledge loading completed,src/muxi/formation/agents/knowledge/handler.py,1245,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,WARNING,src/muxi/formation/agents/knowledge/handler.py:289,"No embedding function provided, content processing skipped",src/muxi/formation/agents/knowledge/handler.py,289,
SystemEvents.KNOWLEDGE_SOURCE_LOADED,WARNING,src/muxi/formation/agents/knowledge/handler.py:973,Knowledge file not found for removal,src/muxi/formation/agents/knowledge/handler.py,973,
SystemEvents.MCP_ALL_REQUESTS_CANCELLED,INFO,src/muxi/services/mcp/handler.py:460,Cancelled {cancelled_count} pending requests for server '{self.name}',src/muxi/services/mcp/handler.py,460,
SystemEvents.MCP_MESSAGE_CANCELLED,INFO,src/muxi/services/mcp/handler.py:357,MCP request '{method}' was cancelled for server '{self.name}',src/muxi/services/mcp/handler.py,357,
SystemEvents.MCP_MESSAGE_FAILED,ERROR,src/muxi/services/mcp/handler.py:380,MCP message '{method}' failed for server '{self.name}': {str(e)},src/muxi/services/mcp/handler.py,380,
SystemEvents.MCP_MESSAGE_RECEIVED,DEBUG,src/muxi/services/mcp/handler.py:333,Received MCP response for '{method}' from server '{self.name}',src/muxi/services/mcp/handler.py,333,
SystemEvents.MCP_MESSAGE_SENT,DEBUG,src/muxi/services/mcp/handler.py:297,Sending MCP message '{method}' to server '{self.name}',src/muxi/services/mcp/handler.py,297,
SystemEvents.MCP_OVERLORD_REQUEST_CANCELLED,INFO,src/muxi/services/mcp/handler.py:547,NO DESCRIPTION,src/muxi/services/mcp/handler.py,547,
SystemEvents.MCP_REQUEST_CANCELLED,INFO,src/muxi/services/mcp/handler.py:502,Cancelled request {tracking_id} on server '{self.name}',src/muxi/services/mcp/handler.py,502,
SystemEvents.MCP_SERVER_CONNECTED,INFO,src/muxi/services/mcp/handler.py:153,Successfully connected to MCP server '{self.name}',src/muxi/services/mcp/handler.py,153,
SystemEvents.MCP_SERVER_CONNECTED,INFO,src/muxi/services/mcp/transports/http_sse.py:85,Connected successfully to {self.url},src/muxi/services/mcp/transports/http_sse.py,85,
SystemEvents.MCP_SERVER_CONNECTED,INFO,src/muxi/services/mcp/transports/streamable.py:138,Connected successfully to {self.url},src/muxi/services/mcp/transports/streamable.py,138,
SystemEvents.MCP_SERVER_CONNECTING,DEBUG,src/muxi/services/mcp/transports/factory.py:146,Trying to connect to {url},src/muxi/services/mcp/transports/factory.py,146,
SystemEvents.MCP_SERVER_CONNECTING,INFO,src/muxi/services/mcp/handler.py:122,Connecting to MCP server '{self.name}',src/muxi/services/mcp/handler.py,122,
SystemEvents.MCP_SERVER_CONNECTION_FAILED,ERROR,src/muxi/services/mcp/handler.py:168,Failed to connect to MCP server '{self.name}': {str(e)},src/muxi/services/mcp/handler.py,168,
SystemEvents.MCP_SERVER_CONNECTION_FAILED,ERROR,src/muxi/services/mcp/transports/factory.py:211,SSE test failed for {url}: {e},src/muxi/services/mcp/transports/factory.py,211,
SystemEvents.MCP_SERVER_CONNECTION_FAILED,ERROR,src/muxi/services/mcp/transports/http_sse.py:94,Connection failed: {e},src/muxi/services/mcp/transports/http_sse.py,94,
SystemEvents.MCP_SERVER_CONNECTION_FAILED,ERROR,src/muxi/services/mcp/transports/streamable.py:147,Connection failed: {e},src/muxi/services/mcp/transports/streamable.py,147,
SystemEvents.MCP_SERVER_CONNECTION_LOST,WARNING,src/muxi/services/mcp/service.py:1314,Connection lost to MCP server: {server_id},src/muxi/services/mcp/service.py,1314,
SystemEvents.MCP_SERVER_DISCONNECTED,ERROR,src/muxi/services/mcp/service.py:1090,NO DESCRIPTION,src/muxi/services/mcp/service.py,1090,
SystemEvents.MCP_SERVER_DISCONNECTED,INFO,src/muxi/formation/formation.py:2728,All MCP servers disconnected during Formation shutdown,src/muxi/formation/formation.py,2728,
SystemEvents.MCP_SERVER_DISCONNECTED,INFO,src/muxi/services/mcp/handler.py:201,Disconnected from MCP server '{self.name}',src/muxi/services/mcp/handler.py,201,
SystemEvents.MCP_SERVER_DISCONNECTED,INFO,src/muxi/services/mcp/service.py:1080,Unregistered MCP server: {server_id},src/muxi/services/mcp/service.py,1080,
SystemEvents.MCP_SERVER_DISCONNECTED,INFO,src/muxi/services/mcp/service.py:1546,Disconnected MCP server during shutdown: {server_id},src/muxi/services/mcp/service.py,1546,
SystemEvents.MCP_SERVER_DISCONNECTION_FAILED,ERROR,src/muxi/services/mcp/handler.py:216,Failed to disconnect from MCP server '{self.name}': {str(e)},src/muxi/services/mcp/handler.py,216,
SystemEvents.MCP_SERVER_DISCONNECTION_FAILED,ERROR,src/muxi/services/mcp/service.py:1557,Failed to disconnect MCP server during shutdown: {server_id},src/muxi/services/mcp/service.py,1557,
SystemEvents.MCP_SERVER_MAPPING_FAILED,WARNING,src/muxi/services/mcp/handler.py:922,NO DESCRIPTION,src/muxi/services/mcp/handler.py,922,
SystemEvents.MCP_SERVER_MAPPING_INCONSISTENT,ERROR,src/muxi/services/mcp/handler.py:973,Inconsistent server mapping: name '{server_name}' -> ID '{server_id}',src/muxi/services/mcp/handler.py,973,
SystemEvents.MCP_SERVER_OPERATIONS_CANCELLED,INFO,src/muxi/services/mcp/handler.py:1038,NO DESCRIPTION,src/muxi/services/mcp/handler.py,1038,
SystemEvents.MCP_SERVER_RECONNECTED,INFO,src/muxi/services/mcp/reconnect_handler.py:295,Successfully reconnected to MCP server '{server_name}',src/muxi/services/mcp/reconnect_handler.py,295,
SystemEvents.MCP_SERVER_RECONNECTING,INFO,src/muxi/services/mcp/reconnect_handler.py:276,Attempting to reconnect to MCP server '{server_name}',src/muxi/services/mcp/reconnect_handler.py,276,
SystemEvents.MCP_SERVER_RECONNECTING,WARNING,src/muxi/services/mcp/handler.py:664,Reconnecting to existing MCP server '{name}',src/muxi/services/mcp/handler.py,664,
SystemEvents.MCP_SERVER_REGISTERED,INFO,src/muxi/formation/formation.py:2351,MCP server registered: {server_id},src/muxi/formation/formation.py,2351,
SystemEvents.MCP_SERVER_REGISTERED,INFO,src/muxi/services/mcp/handler.py:694,Successfully registered MCP server '{name}' (total: {len(self.servers)}),src/muxi/services/mcp/handler.py,694,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/formation/formation.py:1552,Built-in MCP server added to configuration: {mcp_name},src/muxi/formation/formation.py,1552,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/formation/formation.py:2570,Formation has MCP servers - automatically enabled exit error suppression,src/muxi/formation/formation.py,2570,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/formation/overlord/overlord.py:1851,MCP server {server_id} registered for agent {agent_id},src/muxi/formation/overlord/overlord.py,1851,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/services/mcp/service.py:250,MCP server registered: {server_id},src/muxi/services/mcp/service.py,250,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,INFO,src/muxi/services/mcp/service.py:941,"MCP server registration completed (tools discovered, connection closed): {server_id}",src/muxi/services/mcp/service.py,941,
SystemEvents.MCP_SERVER_REGISTRATION_COMPLETED,WARNING,src/muxi/formation/formation.py:2457,"MCP server registration completed: {len(successful_servers)} successful, {len(failed_servers)} failed, {len(skipped_servers)} skipped",src/muxi/formation/formation.py,2457,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/formation/overlord/mcp_coordinator.py:385,MCP server '{server_id}' registration failed due to secret interpolation error,src/muxi/formation/overlord/mcp_coordinator.py,385,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/formation/overlord/overlord.py:1872,Cannot start formation: MCP server '{server_id}' failed for agent '{agent_id}',src/muxi/formation/overlord/overlord.py,1872,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/services/mcp/handler.py:707,Failed to register MCP server '{name}': {str(e)},src/muxi/services/mcp/handler.py,707,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,ERROR,src/muxi/services/mcp/service.py:961,MCP server registration failed: {server_id} - {e},src/muxi/services/mcp/service.py,961,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:1528,Built-in MCP script not found: {mcp_path},src/muxi/formation/formation.py,1528,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:2226,Invalid MCP server config: {server_id},src/muxi/formation/formation.py,2226,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:2375,MCP server '{server_id}' unavailable: {error_msg},src/muxi/formation/formation.py,2375,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:2406,Invalid MCP server configuration: {str(e)},src/muxi/formation/formation.py,2406,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/formation.py:2433,Unexpected error registering MCP server '{server_id}': {error_msg},src/muxi/formation/formation.py,2433,
SystemEvents.MCP_SERVER_REGISTRATION_FAILED,WARNING,src/muxi/formation/initialization.py:624,MCP registration partially failed but formation continues: {str(mcp_error)},src/muxi/formation/initialization.py,624,
SystemEvents.MCP_SERVER_REGISTRATION_STARTED,INFO,src/muxi/formation/formation.py:2184,Registering {len(self._mcp_servers)} MCP servers in Formation,src/muxi/formation/formation.py,2184,
SystemEvents.MCP_SERVER_REGISTRATION_STARTED,INFO,src/muxi/formation/formation.py:2309,Registered in user credential server registry,src/muxi/formation/formation.py,2309,
SystemEvents.MCP_SERVER_REGISTRATION_STARTED,INFO,src/muxi/formation/formation.py:2322,Using formation secrets for initial connection,src/muxi/formation/formation.py,2322,
SystemEvents.MCP_SERVER_REGISTRATION_STARTED,INFO,src/muxi/formation/overlord/overlord.py:1766,Registering {len(mcp_servers)} MCP servers for agent {agent_id},src/muxi/formation/overlord/overlord.py,1766,
SystemEvents.MCP_SERVER_UNREGISTERED,INFO,src/muxi/services/mcp/handler.py:744,Unregistered MCP server '{name}' (remaining: {len(self.servers)}),src/muxi/services/mcp/handler.py,744,
SystemEvents.MCP_SERVER_UNREGISTRATION_FAILED,ERROR,src/muxi/services/mcp/handler.py:758,Failed to unregister MCP server '{name}': {str(e)},src/muxi/services/mcp/handler.py,758,
SystemEvents.MCP_TOOL_DISCOVERY_COMPLETED,INFO,src/muxi/formation/overlord/mcp_coordinator.py:479,MCP tool discovery completed for server '{server_id}',src/muxi/formation/overlord/mcp_coordinator.py,479,
SystemEvents.MCP_TOOL_DISCOVERY_COMPLETED,WARNING,src/muxi/services/mcp/service.py:890,NO DESCRIPTION,src/muxi/services/mcp/service.py,890,
SystemEvents.MCP_TOOL_FALLBACK_USED,WARNING,src/muxi/services/mcp/handler.py:938,"Tool '{tool_name}' not found in registry, using fallback to first connected server",src/muxi/services/mcp/handler.py,938,
SystemEvents.MCP_TRANSPORT_ATTEMPT,INFO,src/muxi/services/mcp/transports/factory.py:175,Falling back to SSE for {url},src/muxi/services/mcp/transports/factory.py,175,
SystemEvents.MCP_TRANSPORT_CACHE_CLEARED,INFO,src/muxi/services/mcp/service.py:1399,MCP transport cache cleared manually,src/muxi/services/mcp/service.py,1399,
SystemEvents.MCP_TRANSPORT_DETECTED,DEBUG,src/muxi/services/mcp/transports/http_sse.py:39,Initialized HTTP SSE transport with URL: {url},src/muxi/services/mcp/transports/http_sse.py,39,
SystemEvents.MCP_TRANSPORT_DETECTED,DEBUG,src/muxi/services/mcp/transports/http_sse.py:47,Auth configuration provided for HTTP SSE transport,src/muxi/services/mcp/transports/http_sse.py,47,
SystemEvents.MCP_TRANSPORT_DETECTED,DEBUG,src/muxi/services/mcp/transports/streamable.py:40,Initialized Streamable HTTP transport with URL: {url},src/muxi/services/mcp/transports/streamable.py,40,
SystemEvents.MCP_TRANSPORT_DETECTED,DEBUG,src/muxi/services/mcp/transports/streamable.py:48,Auth configuration provided for Streamable HTTP transport,src/muxi/services/mcp/transports/streamable.py,48,
SystemEvents.MCP_TRANSPORT_DETECTED,INFO,src/muxi/services/mcp/transports/factory.py:195,Server {url} uses SSE transport (cached for formation lifetime),src/muxi/services/mcp/transports/factory.py,195,
SystemEvents.MCP_TRANSPORT_DETECTION_FAILED,ERROR,src/muxi/services/mcp/service.py:369,Transport detection failed for {server_id}: {e},src/muxi/services/mcp/service.py,369,
SystemEvents.MCP_TRANSPORT_FAILED,DEBUG,src/muxi/services/mcp/transports/factory.py:167,Streamable HTTP failed for {url}: {e},src/muxi/services/mcp/transports/factory.py,167,
SystemEvents.MCP_TRANSPORT_FAILED,WARNING,src/muxi/services/mcp/service.py:752,Transport {transport_type} failed for {server_id},src/muxi/services/mcp/service.py,752,
SystemEvents.MCP_TRANSPORT_FALLBACK_SUCCESS,INFO,src/muxi/services/mcp/transports/factory.py:186,SSE connection successful,src/muxi/services/mcp/transports/factory.py,186,
SystemEvents.MEMORY_BUFFER_UPDATE_FAILED,WARNING,src/muxi/formation/memory/buffer_manager.py:57,"[BufferManager] No buffer memory available, returning False",src/muxi/formation/memory/buffer_manager.py,57,
SystemEvents.MEMORY_CLEAR,DEBUG,src/muxi/services/memory/memobase.py:447,Skipping memory clear for anonymous user,src/muxi/services/memory/memobase.py,447,
SystemEvents.MEMORY_CLEAR,INFO,src/muxi/services/memory/memobase.py:437,Starting user memory clear operation,src/muxi/services/memory/memobase.py,437,
SystemEvents.MEMORY_CLEAR,INFO,src/muxi/services/memory/memobase.py:471,User memory clear completed successfully,src/muxi/services/memory/memobase.py,471,
SystemEvents.MEMORY_OPERATION_FAILED,WARNING,src/muxi/formation/overlord/clarification.py:382,Failed to store clarification state in buffer memory: {str(e)},src/muxi/formation/overlord/clarification.py,382,
SystemEvents.MEMORY_OPERATION_FAILED,WARNING,src/muxi/formation/overlord/clarification.py:606,Failed to get credentials for {mcp_service}: {e},src/muxi/formation/overlord/clarification.py,606,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/services/a2a/client.py:456,A2A SDK client reference cleared,src/muxi/services/a2a/client.py,456,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/services/memory/extractor.py:513,NO DESCRIPTION,src/muxi/services/memory/extractor.py,513,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/services/memory/extractor.py:529,NO DESCRIPTION,src/muxi/services/memory/extractor.py,529,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/utils/user_resolution.py:81,NO DESCRIPTION,src/muxi/utils/user_resolution.py,81,
SystemEvents.OPERATION_COMPLETED,DEBUG,src/muxi/utils/user_resolution.py:106,NO DESCRIPTION,src/muxi/utils/user_resolution.py,106,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/formation/documents/workflow/cross_reference_manager.py:103,Initialized DocumentCrossReferenceManager with storage at {self.storage_path},src/muxi/formation/documents/workflow/cross_reference_manager.py,103,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/formation/documents/workflow/cross_reference_manager.py:195,Added reference {reference_id} from {source_document_id} to {target_document_id},src/muxi/formation/documents/workflow/cross_reference_manager.py,195,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/formation/documents/workflow/cross_reference_manager.py:290,Loaded {len(self._references)} document references from storage,src/muxi/formation/documents/workflow/cross_reference_manager.py,290,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/formation/overlord/overlord.py:1344,Clarification system updated with actual services,src/muxi/formation/overlord/overlord.py,1344,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/services/a2a/client.py:93,A2A SDK initialization skipped - no external registry URL,src/muxi/services/a2a/client.py,93,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/services/a2a/client.py:439,A2A service httpx client closed successfully,src/muxi/services/a2a/client.py,439,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/services/mcp/reconnection.py:416,Operation '{operation_name}' completed successfully in {elapsed_time:.2f}s,src/muxi/services/mcp/reconnection.py,416,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/utils/user_resolution.py:132,NO DESCRIPTION,src/muxi/utils/user_resolution.py,132,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/utils/user_resolution.py:163,NO DESCRIPTION,src/muxi/utils/user_resolution.py,163,
SystemEvents.OPERATION_COMPLETED,INFO,src/muxi/utils/user_resolution.py:353,NO DESCRIPTION,src/muxi/utils/user_resolution.py,353,
SystemEvents.OVERLORD_INITIALIZING,DEBUG,src/muxi/formation/formation.py:219,SecretsManager injected via dependency injection,src/muxi/formation/formation.py,219,
SystemEvents.OVERLORD_INITIALIZING,DEBUG,src/muxi/formation/formation.py:391,SecretsManager initialized with directory: {secrets_dir},src/muxi/formation/formation.py,391,
SystemEvents.OVERLORD_INITIALIZING,DEBUG,src/muxi/formation/formation.py:416,Using pre-injected SecretsManager instance,src/muxi/formation/formation.py,416,
SystemEvents.OVERLORD_INITIALIZING,INFO,src/muxi/formation/formation.py:1206,PromptLoader initialized successfully,src/muxi/formation/formation.py,1206,
SystemEvents.OVERLORD_SHUTDOWN,INFO,src/muxi/formation/overlord/overlord.py:3467,Waiting for {len(self._background_tasks)} background tasks to complete,src/muxi/formation/overlord/overlord.py,3467,
SystemEvents.OVERLORD_SHUTDOWN,INFO,src/muxi/formation/overlord/overlord.py:3489,Overlord shutdown complete - no active requests remaining,src/muxi/formation/overlord/overlord.py,3489,
SystemEvents.PERFORMANCE_DURATION_RECORDED,DEBUG,src/muxi/formation/background/time_estimator.py:77,Time estimation: {estimated_seconds:.1f}s,src/muxi/formation/background/time_estimator.py,77,
SystemEvents.PERFORMANCE_DURATION_RECORDED,DEBUG,src/muxi/formation/background/time_estimator.py:137,Adjusted time estimate: {adjusted_estimate:.1f}s (70% historical),src/muxi/formation/background/time_estimator.py,137,
SystemEvents.PERFORMANCE_OPTIMIZED,DEBUG,src/muxi/services/llm/service.py:254,Cache hit for LLM request,src/muxi/services/llm/service.py,254,
SystemEvents.PERFORMANCE_OPTIMIZED,DEBUG,src/muxi/services/llm/service.py:271,Cache miss for LLM request,src/muxi/services/llm/service.py,271,
SystemEvents.PERFORMANCE_OPTIMIZED,DEBUG,src/muxi/services/llm/service.py:297,Response cached for LLM request,src/muxi/services/llm/service.py,297,
SystemEvents.PERFORMANCE_OPTIMIZED,DEBUG,src/muxi/services/llm/service.py:616,Service statistics accessed,src/muxi/services/llm/service.py,616,
SystemEvents.PERFORMANCE_OPTIMIZED,INFO,src/muxi/services/llm/service.py:632,Service statistics reset,src/muxi/services/llm/service.py,632,
SystemEvents.PERFORMANCE_OPTIMIZED,INFO,src/muxi/services/llm/service.py:651,Response cache cleared,src/muxi/services/llm/service.py,651,
SystemEvents.RESOURCE_ALLOCATED,DEBUG,src/muxi/formation/agents/knowledge/handler.py:1067,Cache file removed,src/muxi/formation/agents/knowledge/handler.py,1067,
SystemEvents.RESOURCE_ALLOCATED,DEBUG,src/muxi/services/llm/llm.py:1991,Calculated adaptive timeout: {final_timeout:.1f}s for {operation_type} operation,src/muxi/services/llm/llm.py,1991,
SystemEvents.RESOURCE_ALLOCATED,INFO,src/muxi/formation/agents/knowledge/handler.py:1730,Cache cleanup completed,src/muxi/formation/agents/knowledge/handler.py,1730,
